,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,name_sofascore,birth_ts,height,weight,preferred_foot,nationality,position_current,detailed_positions_current,market_value_current,contract_until_ts_current,popularity_score_current,position_standard,position_description,player_age_at_season,country,contract_end_date_current,goals_per_90,xg_per_90,np_goals_per_90,np_xg_per_90,assists_per_90,xa_per_90,shots_per_90,key_passes_per_90,involvement_per_90,finishing_efficiency,np_finishing_efficiency,playmaking_efficiency,shot_conversion,involvement_index,direct_contribution,expected_contribution,offensive_volume,value_per_goal,value_per_xg,value_per_contribution
301,ESP-La Liga,2425,Mallorca,Manuel Morlanes,4,2024,239,6592,M S,23,1335,0,0.4534,0,0.4534,0,0.4519,11,10,7,0,5.4649,4.6174,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,Midfielder,Midfielder (secondary/attacking),0.0,ESP,0,0.0,0.031,0.0,0.031,0.0,0.03,0.742,0.674,0.68,0.0,0.0,0.0,0.0,10.082,0,0.905,21,0.0,0.0,0.0
302,ESP-La Liga,2425,Mallorca,Marc Domenech,4,2024,239,12883,F M S,10,297,0,0.7432,0,0.7432,0,0.2158,8,5,0,0,1.1332,0.7108,Marc Domenech,1136073600.0,182,0,Left,Spain,F,MC,1100000.0,1782777600.0,270.0,Forward,Forward / Winger / Attacking Midfielder,18.0,ESP,2026-06-30,0.0,0.225,0.0,0.225,0.0,0.065,2.424,1.515,0.559,0.0,0.0,0.0,0.0,1.844,0,0.959,13,0.0,1480086.0,0.0
303,ESP-La Liga,2425,Mallorca,Martin Valjent,4,2024,239,7838,D,31,2773,3,0.9962,3,0.9962,0,0.1244,12,4,4,0,4.7284,4.529,Martin Valjent,818640000.0,187,70,Right,Slovakia,D,DC,4700000.0,1877472000.0,734.0,Defender,Defender (generic),29.0,ESP,2029-06-30,0.097,0.032,0.097,0.032,0.0,0.004,0.389,0.13,0.3,3.011,3.011,0.0,0.25,9.257,3,1.121,16,1566667.0,4717928.0,1566667.0
304,ESP-La Liga,2425,Mallorca,Mateu Morey,4,2024,239,8070,D S,16,734,0,0.4414,0,0.4414,0,0.2464,3,4,0,0,1.7997,1.1835,Mateu Morey,951955200.0,171,0,Right,Spain,D,DR,1500000.0,1814313600.0,602.0,Defender,Defender (secondary role / versatile),24.0,ESP,2027-06-30,0.0,0.054,0.0,0.054,0.0,0.03,0.368,0.49,0.366,0.0,0.0,0.0,0.0,2.983,0,0.688,7,0.0,3398278.0,0.0
305,ESP-La Liga,2425,Mallorca,Omar Mascarell,4,2024,239,2456,M S,32,1994,1,0.8554,1,0.8554,0,0.0827,9,2,5,1,3.2351,2.479,Omar Mascarell,728611200.0,181,74,Right,Equatorial Guinea,M,"MC, DM",835000.0,1782777600.0,530.0,Midfielder,Midfielder (secondary/attacking),31.0,ESP,2026-06-30,0.045,0.039,0.045,0.039,0.0,0.004,0.406,0.09,0.258,1.169,1.169,0.0,0.111,5.714,1,0.938,11,835000.0,976152.0,835000.0
306,ESP-La Liga,2425,Mallorca,Pablo Maffeo,4,2024,239,1003,D M S,30,2385,0,0.3449,0,0.3449,2,4.4014,7,29,7,0,8.6543,5.6285,Pablo Maffeo,868665600.0,173,68,Right,Argentina,D,DR,4800000.0,1814313600.0,2166.0,Defender,Defender / Defensive Midfielder,27.0,ESP,2027-06-30,0.0,0.013,0.0,0.013,0.075,0.166,0.264,1.094,0.539,0.0,0.0,0.454,0.0,14.283,2,4.746,36,0.0,13917077.0,2400000.0
307,ESP-La Liga,2425,Mallorca,Raíllo,4,2024,239,2584,D,36,3211,2,2.7986,2,2.7986,0,1.8869,35,13,7,1,7.8695,6.5289,Antonio Raíllo,686880000.0,186,77,Right,Spain,D,DC,1600000.0,1814313600.0,765.0,Defender,Defender (generic),33.0,ESP,2027-06-30,0.056,0.078,0.056,0.078,0.0,0.053,0.981,0.364,0.404,0.715,0.715,0.0,0.057,14.398,2,4.686,48,800000.0,571714.0,800000.0
308,ESP-La Liga,2425,Mallorca,Roberto Navarro,4,2024,239,8765,M S,23,1302,1,2.8337,1,2.8337,0,1.8819,18,13,3,0,7.1546,3.658,Gino Roberto Navarro Lavalle,560822400.0,0,0,Right,Peru,D,,0.0,0.0,0.0,Midfielder,Midfielder (secondary/attacking),37.0,ESP,0,0.069,0.196,0.069,0.196,0.0,0.13,1.244,0.899,0.747,0.353,0.353,0.0,0.056,10.813,1,4.716,31,0.0,0.0,0.0
309,ESP-La Liga,2425,Mallorca,Samú Costa,4,2024,239,10974,M S,32,2667,0,2.0705,0,2.0705,2,1.7477,30,14,7,1,6.6587,4.4484,Samú Costa,975283200.0,183,0,Left,Portugal,M,"MC, DM",14600000.0,1845936000.0,1403.0,Midfielder,Midfielder (secondary/attacking),24.0,ESP,2028-06-30,0.0,0.07,0.0,0.07,0.067,0.059,1.012,0.472,0.375,0.0,0.0,1.144,0.0,11.107,2,3.818,44,0.0,7051437.0,7300000.0
310,ESP-La Liga,2425,Mallorca,Sergi Darder,4,2024,239,2621,M S,38,2811,2,1.8863,2,1.8863,6,4.9592,36,54,4,0,10.4233,7.2888,Sergi Darder,756518400.0,180,71,Right,Spain,M,"MC, AM",3300000.0,1845936000.0,1007.0,Midfielder,Midfielder (secondary/attacking),31.0,ESP,2028-06-30,0.064,0.06,0.064,0.06,0.192,0.159,1.153,1.729,0.567,1.06,1.06,1.21,0.056,17.712,8,6.846,90,1650000.0,1749457.0,412500.0
311,ESP-La Liga,2425,Mallorca,Siebe Van der Heyden,4,2024,239,11749,D S,2,92,0,0.0257,0,0.0257,0,0.0425,1,1,0,0,0.2949,0.2949,Siebe Van Der Heyden,896486400.0,185,0,Left,Belgium,D,"DC, DR, DL",2900000.0,1845936000.0,272.0,Defender,Defender (secondary role / versatile),26.0,ESP,2028-06-30,0.0,0.025,0.0,0.025,0.0,0.042,0.978,0.978,0.577,0.0,0.0,0.0,0.0,0.59,0,0.068,2,0.0,112840467.0,0.0
312,ESP-La Liga,2425,Mallorca,Takuma Asano,4,2024,239,6087,F M S,21,1071,2,2.9571,2,2.9571,1,0.9311,28,6,0,0,6.2075,2.5559,Takuma Asano,784425600.0,173,70,Right,Japan,M,"RW, ST",1700000.0,1782777600.0,2020.0,Forward,Forward / Winger / Attacking Midfielder,30.0,ESP,2026-06-30,0.168,0.248,0.168,0.248,0.084,0.078,2.353,0.504,0.736,0.676,0.676,1.074,0.071,8.763,3,3.888,34,850000.0,574888.0,566667.0
313,ESP-La Liga,2425,Mallorca,Toni Lato,4,2024,239,2479,D S,14,615,0,0.0,0,0.0,0,0.3176,0,6,1,1,1.1518,0.9198,Toni Lato,880070400.0,173,64,Left,Spain,D,DL,1400000.0,1814313600.0,258.0,Defender,Defender (secondary role / versatile),27.0,ESP,2027-06-30,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.878,0.303,0.0,0.0,0.0,0.0,2.072,0,0.318,6,0.0,0.0,0.0
314,ESP-La Liga,2425,Mallorca,Valery Fernández,4,2024,239,7246,M S,18,260,2,1.1642,2,1.1642,0,0.0255,3,1,1,0,0.9394,0.0363,Valery Fernández,943315200.0,179,0,Right,Spain,D,LW,970000.0,1845936000.0,307.0,Midfielder,Midfielder (secondary/attacking),25.0,ESP,2028-06-30,0.692,0.403,0.692,0.403,0.0,0.009,1.038,0.346,0.338,1.718,1.718,0.0,0.667,0.976,2,1.19,4,485000.0,833190.0,485000.0
315,ESP-La Liga,2425,Mallorca,Vedat Muriqi,4,2024,239,9002,F S,29,2081,7,10.9855,5,8.7557,2,2.6997,54,27,1,2,10.0957,1.4223,Vedat Muriqi,767145600.0,194,92,Left,Kosovo,F,ST,4400000.0,1877472000.0,6548.0,Forward,Striker / Centre Forward,30.0,ESP,2029-06-30,0.303,0.475,0.216,0.379,0.086,0.117,2.335,1.168,0.498,0.637,0.571,0.741,0.13,11.518,9,13.685,81,628571.0,400528.0,488889.0
316,ESP-La Liga,2425,Osasuna,Abel Bretones,4,2024,157,12790,D M S,35,2061,2,0.4541,2,0.4541,0,1.1061,12,16,3,0,4.3428,3.0458,Abel Bretones,966816000.0,188,0,Left,Spain,D,DL,4400000.0,1877472000.0,416.0,Defender,Defender / Defensive Midfielder,24.0,ESP,2029-06-30,0.087,0.02,0.087,0.02,0.0,0.048,0.524,0.699,0.323,4.404,4.404,0.0,0.167,7.389,2,1.56,28,2200000.0,9689496.0,2200000.0
317,ESP-La Liga,2425,Osasuna,Aimar Oroz,4,2024,157,8424,F M S,37,3027,5,4.5051,4,3.7618,4,4.0839,49,39,7,0,14.3088,9.0825,Aimar Oroz,1006819200.0,177,0,Right,Spain,M,"MC, AM",8199999.0,1877472000.0,1260.0,Forward,Forward / Winger / Attacking Midfielder,23.0,ESP,2029-06-30,0.149,0.134,0.119,0.112,0.119,0.121,1.457,1.16,0.695,1.11,1.063,0.979,0.102,23.391,9,8.589,88,1640000.0,1820159.0,911111.0
318,ESP-La Liga,2425,Osasuna,Aitor Fernández,4,2024,157,4193,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Aitor Fernández,673228800.0,182,78,Right,Spain,G,GK,560000.0,1814313600.0,255.0,Goalkeeper,Goalkeeper (starter),33.0,ESP,2027-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
319,ESP-La Liga,2425,Osasuna,Alejandro Catena,4,2024,157,7604,D,35,3086,1,2.9847,1,2.9847,3,2.512,20,10,11,0,6.8419,4.8924,Alejandro Catena,783302400.0,194,0,Right,Spain,D,DC,2900000.0,1845936000.0,946.0,Defender,Defender (generic),30.0,ESP,2028-06-30,0.029,0.087,0.029,0.087,0.087,0.073,0.583,0.292,0.342,0.335,0.335,1.194,0.05,11.734,4,5.497,30,2900000.0,971622.0,725000.0
320,ESP-La Liga,2425,Osasuna,Ante Budimir,4,2024,157,1235,F S,38,3008,21,20.6694,13,14.7232,4,1.8783,99,16,4,0,14.999,1.5348,Ante Budimir,680140800.0,190,75,Left,Croatia,F,ST,2800000.0,1814313600.0,8801.0,Forward,Striker / Centre Forward,33.0,ESP,2027-06-30,0.628,0.618,0.389,0.441,0.12,0.056,2.962,0.479,0.495,1.016,0.883,2.13,0.212,16.534,25,22.548,115,133333.0,135466.0,112000.0
321,ESP-La Liga,2425,Osasuna,Bryan Zaragoza,4,2024,157,10143,F M S,27,1887,1,3.2676,1,3.2676,6,4.3701,42,37,4,0,7.4871,1.1896,Bryan Zaragoza,999993600.0,165,0,Right,Spain,F,LW,9300000.0,1782777600.0,5534.0,Forward,Forward / Winger / Attacking Midfielder,23.0,ESP,2026-06-30,0.048,0.156,0.048,0.156,0.286,0.208,2.003,1.765,0.414,0.306,0.306,1.373,0.024,8.677,7,7.638,79,9300000.0,2846126.0,1328571.0
322,ESP-La Liga,2425,Osasuna,Enzo Boyomo,4,2024,157,12893,D S,37,3254,2,1.9415,2,1.9415,0,1.0242,14,4,5,0,6.702,5.5857,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,Defender,Defender (secondary role / versatile),0.0,ESP,0,0.055,0.054,0.055,0.054,0.0,0.028,0.387,0.111,0.34,1.03,1.03,0.0,0.143,12.288,2,2.966,18,0.0,0.0,0.0
323,ESP-La Liga,2425,Osasuna,Iker Benito,4,2024,157,10273,S,2,28,0,0.0,0,0.0,0,0.02,0,1,0,0,0.02,0.0,Iker Benito,1028937600.0,176,0,Right,Spain,F,LW,1600000.0,1814313600.0,195.0,Forward,Striker,22.0,ESP,2027-06-30,0.0,0.0,0.0,0.0,0.0,0.064,0.0,3.214,0.064,0.0,0.0,0.0,0.0,0.02,0,0.02,1,0.0,0.0,0.0
324,ESP-La Liga,2425,Osasuna,Iker Muñoz,4,2024,157,11395,M S,23,554,0,0.5218,0,0.5218,1,0.969,11,6,2,0,3.5626,2.6565,Iker Muñoz,1036454400.0,179,0,Right,Spain,M,"MC, DM",1800000.0,1814313600.0,228.0,Midfielder,Midfielder (secondary/attacking),22.0,ESP,2027-06-30,0.0,0.085,0.0,0.085,0.162,0.157,1.787,0.975,1.01,0.0,0.0,1.032,0.0,6.219,1,1.491,17,0.0,3449598.0,1800000.0
325,ESP-La Liga,2425,Osasuna,Javi Martínez,4,2024,157,8263,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Javi Martínez,589161600.0,190,81,Right,Spain,D,"DC, DM, MC",680000.0,0.0,706.0,Forward,Striker,36.0,ESP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
326,ESP-La Liga,2425,Osasuna,Jesús Areso,4,2024,157,9768,D S,36,3111,0,0.5702,0,0.5702,3,3.4523,8,30,9,0,7.5379,5.5774,Jesús Areso,930873600.0,183,0,Right,Spain,D,DR,11000000.0,1940544000.0,648.0,Defender,Defender (secondary role / versatile),25.0,ESP,2031-06-30,0.0,0.016,0.0,0.016,0.087,0.1,0.231,0.868,0.379,0.0,0.0,0.869,0.0,13.115,3,4.022,38,0.0,19291477.0,3666667.0
327,ESP-La Liga,2425,Osasuna,Jon Moncayola,4,2024,157,7857,M S,32,2144,0,1.583,0,1.583,0,3.2875,21,34,8,0,8.3225,5.8194,Jon Moncayola,895017600.0,182,73,Right,Spain,M,"MC, DM",7300000.0,1940544000.0,724.0,Midfielder,Midfielder (secondary/attacking),26.0,ESP,2031-06-30,0.0,0.066,0.0,0.066,0.0,0.138,0.882,1.427,0.594,0.0,0.0,0.0,0.0,14.142,0,4.87,55,0.0,4611497.0,0.0
328,ESP-La Liga,2425,Osasuna,Jorge Herrando,4,2024,157,10858,D S,18,1362,1,1.7283,1,1.7283,0,0.0,13,0,3,0,1.1333,0.8355,Jorge Herrando,983318400.0,192,0,Left,Spain,D,DC,3200000.0,1909008000.0,266.0,Defender,Defender (secondary role / versatile),23.0,ESP,2030-06-30,0.066,0.114,0.066,0.114,0.0,0.0,0.859,0.0,0.13,0.579,0.579,0.0,0.077,1.969,1,1.728,13,3200000.0,1851530.0,3200000.0
329,ESP-La Liga,2425,Osasuna,José Arnáiz,4,2024,157,6470,M S,15,100,0,0.3047,0,0.3047,0,0.4448,6,3,0,0,1.0927,0.5643,José Manuel Arnáiz,797904000.0,175,70,Right,Spain,F,LW,930000.0,1814313600.0,324.0,Midfielder,Midfielder (secondary/attacking),29.0,ESP,2027-06-30,0.0,0.274,0.0,0.274,0.0,0.4,5.4,2.7,1.491,0.0,0.0,0.0,0.0,1.657,0,0.75,9,0.0,3052182.0,0.0
330,ESP-La Liga,2425,Osasuna,Juan Cruz,4,2024,157,8744,D S,25,1509,0,0.1195,0,0.1195,0,0.0261,4,1,4,0,3.8229,3.7416,Juan Cruz,956620800.0,179,0,Left,Spain,M,RW,2900000.0,1877472000.0,531.0,Defender,Defender (secondary role / versatile),24.0,ESP,2029-06-30,0.0,0.007,0.0,0.007,0.0,0.002,0.239,0.06,0.451,0.0,0.0,0.0,0.0,7.565,0,0.146,5,0.0,24267782.0,0.0
331,ESP-La Liga,2425,Osasuna,Kike Barja,4,2024,157,5140,F M S,15,296,0,0.1755,0,0.1755,1,1.4771,4,10,3,0,1.9822,0.7546,Kike Barja,860112000.0,178,69,Right,Spain,F,"LW, RW",1500000.0,1782777600.0,174.0,Forward,Forward / Winger / Attacking Midfielder,27.0,ESP,2026-06-30,0.0,0.053,0.0,0.053,0.304,0.449,1.216,3.041,0.832,0.0,0.0,0.677,0.0,2.737,1,1.653,14,0.0,8547009.0,1500000.0
332,ESP-La Liga,2425,Osasuna,Lucas Torró,4,2024,157,7050,M,35,2983,3,2.674,3,2.674,0,0.9805,30,10,10,0,6.2126,5.2144,Lucas Torró,774576000.0,190,77,Right,Spain,M,"MC, DM",3100000.0,1814313600.0,700.0,Midfielder,Midfielder (central),30.0,ESP,2027-06-30,0.091,0.081,0.091,0.081,0.0,0.03,0.905,0.302,0.345,1.122,1.122,0.0,0.1,11.427,3,3.654,40,1033333.0,1159312.0,1033333.0
333,ESP-La Liga,2425,Osasuna,Moi Gómez,4,2024,157,2198,F M S,26,730,0,0.3466,0,0.3466,0,0.8948,6,11,1,0,1.157,0.3306,Moi Gómez,772329600.0,174,65,Right,Spain,M,"MC, LW",1900000.0,1814313600.0,613.0,Forward,Forward / Winger / Attacking Midfielder,30.0,ESP,2027-06-30,0.0,0.043,0.0,0.043,0.0,0.11,0.74,1.356,0.183,0.0,0.0,0.0,0.0,1.488,0,1.241,17,0.0,5481823.0,0.0
334,ESP-La Liga,2425,Osasuna,Nacho Vidal,4,2024,157,5162,D S,5,109,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Nacho Vidal,790905600.0,180,0,Right,Spain,D,DR,1700000.0,1814313600.0,327.0,Defender,Defender (secondary role / versatile),29.0,ESP,2027-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
335,ESP-La Liga,2425,Osasuna,Pablo Ibáñez,4,2024,157,10857,M S,28,1286,1,1.4141,1,1.4141,1,1.214,20,6,4,0,4.2178,1.8093,Pablo Ibáñez,883612800.0,179,0,Right,Spain,M,"MC, DM",3100000.0,1909008000.0,342.0,Midfielder,Midfielder (secondary/attacking),26.0,ESP,2030-06-30,0.07,0.099,0.07,0.099,0.07,0.085,1.4,0.42,0.422,0.707,0.707,0.824,0.05,6.027,2,2.628,26,3100000.0,2192207.0,1550000.0
336,ESP-La Liga,2425,Osasuna,Raul García,4,2024,157,8042,F S,32,673,4,3.3327,4,3.3327,0,0.6854,26,3,1,0,3.9806,0.2996,Raúl García de Haro,973209600.0,192,70,Right,Spain,F,ST,3100000.0,1845936000.0,914.0,Forward,Striker / Centre Forward,24.0,ESP,2028-06-30,0.535,0.446,0.535,0.446,0.0,0.092,3.477,0.401,0.572,1.2,1.2,0.0,0.154,4.28,4,4.018,29,775000.0,930177.0,775000.0
337,ESP-La Liga,2425,Osasuna,Rubén García,4,2024,157,2183,F M S,36,2481,5,2.8201,5,2.8201,5,5.0683,27,49,2,0,8.1475,3.8373,Rubén García,742608000.0,171,72,Left,Spain,M,RW,1900000.0,1814313600.0,1078.0,Forward,Forward / Winger / Attacking Midfielder,31.0,ESP,2027-06-30,0.181,0.102,0.181,0.102,0.181,0.184,0.979,1.778,0.435,1.773,1.773,0.987,0.185,11.985,10,7.888,76,380000.0,673735.0,190000.0
338,ESP-La Liga,2425,Osasuna,Rubén Peña,4,2024,157,5075,D F M S,25,737,0,0.862,0,0.862,0,0.5118,10,13,1,0,2.4539,1.375,Rubén Peña,679795200.0,170,65,Right,Spain,D,DR,660000.0,1814313600.0,174.0,Defender,Defender / versatile (can play Midfield/Forward),33.0,ESP,2027-06-30,0.0,0.105,0.0,0.105,0.0,0.062,1.221,1.588,0.468,0.0,0.0,0.0,0.0,3.829,0,1.374,23,0.0,765661.0,0.0
339,ESP-La Liga,2425,Osasuna,Sergio Herrera,4,2024,157,7859,GK,37,3330,0,0.0,0,0.0,0,0.0,0,0,5,0,3.0954,3.0954,Sergio Herrera,736646400.0,192,82,Right,Spain,G,GK,2800000.0,1845936000.0,1014.0,Goalkeeper,Goalkeeper (starter),31.0,ESP,2028-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,6.191,0,0.0,0,0.0,0.0,0.0
340,ESP-La Liga,2425,Osasuna,Unai García,4,2024,157,5141,D S,3,67,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Unai García,715392000.0,182,81,Left,Spain,D,DC,830000.0,1782777600.0,119.0,Defender,Defender (secondary role / versatile),32.0,ESP,2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
341,ESP-La Liga,2425,Rayo Vallecano,Abdul Mumin,4,2024,145,11105,D,24,2020,2,0.7587,2,0.7587,1,0.1944,10,1,6,1,4.4706,3.8072,Abdul Mumin,897091200.0,188,0,Right,Ghana,D,DC,4300000.0,1782777600.0,1231.0,Defender,Defender (generic),26.0,ESP,2026-06-30,0.089,0.034,0.089,0.034,0.045,0.009,0.446,0.045,0.369,2.636,2.636,5.144,0.2,8.278,3,0.953,11,2150000.0,5667589.0,1433333.0
342,ESP-La Liga,2425,Rayo Vallecano,Adrián Embarba,4,2024,145,2166,F M S,35,1603,1,2.274,1,2.274,1,2.5082,37,21,4,0,6.203,3.0752,Adrián Embarba,705196800.0,173,66,Right,Spain,M,"LW, RW",910000.0,1845936000.0,471.0,Forward,Forward / Winger / Attacking Midfielder,32.0,ESP,2028-06-30,0.056,0.128,0.056,0.128,0.056,0.141,2.077,1.179,0.521,0.44,0.44,0.399,0.027,9.278,2,4.782,58,910000.0,400176.0,455000.0
343,ESP-La Liga,2425,Rayo Vallecano,Alfonso Espino,4,2024,145,8733,D S,16,835,0,0.7072,0,0.7072,1,0.6577,10,5,4,0,2.9461,2.1586,Alfonso Espino,694569600.0,172,70,Left,Uruguay,D,DL,935000.0,1782777600.0,679.0,Defender,Defender (secondary role / versatile),32.0,ESP,2026-06-30,0.0,0.076,0.0,0.076,0.108,0.071,1.078,0.539,0.55,0.0,0.0,1.52,0.0,5.105,1,1.365,15,0.0,1322115.0,935000.0
344,ESP-La Liga,2425,Rayo Vallecano,Andrei Ratiu,4,2024,145,7515,D M S,35,3066,2,2.1368,2,2.1368,3,5.5841,31,36,5,0,16.2129,10.5448,Andrei Rațiu,898300800.0,183,0,Right,Romania,D,DR,16700000.0,1909008000.0,8529.0,Defender,Defender / Defensive Midfielder,26.0,ESP,2030-06-30,0.059,0.063,0.059,0.063,0.088,0.164,0.91,1.057,0.785,0.936,0.936,0.537,0.065,26.758,5,7.721,67,8350000.0,7815425.0,3340000.0
345,ESP-La Liga,2425,Rayo Vallecano,Aridane Hernández,4,2024,145,7856,D S,14,1026,0,1.1384,0,1.1384,0,0.0502,8,2,1,0,3.4563,3.4421,Aridane Hernández,606614400.0,186,77,Right,Spain,D,DC,205000.0,0.0,256.0,Defender,Defender (secondary role / versatile),35.0,ESP,0,0.0,0.1,0.0,0.1,0.0,0.004,0.702,0.175,0.605,0.0,0.0,0.0,0.0,6.898,0,1.189,10,0.0,180077.0,0.0
346,ESP-La Liga,2425,Rayo Vallecano,Augusto Batalla,4,2024,145,12298,GK,32,2880,0,0.0,0,0.0,0,0.0251,0,1,6,0,4.804,4.7789,Augusto Batalla,830822400.0,186,80,Right,Argentina,G,GK,5800000.0,1909008000.0,1511.0,Goalkeeper,Goalkeeper (starter),28.0,ESP,2030-06-30,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.031,0.299,0.0,0.0,0.0,0.0,9.583,0,0.025,1,0.0,0.0,0.0
347,ESP-La Liga,2425,Rayo Vallecano,Daniel Cárdenas,4,2024,145,8108,GK,6,540,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1832,0.1832,Daniel Cardenas,1036195200.0,0,0,0,Colombia,0,,0.0,0.0,0.0,Goalkeeper,Goalkeeper (starter),22.0,ESP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.366,0,0.0,0,0.0,0.0,0.0
348,ESP-La Liga,2425,Rayo Vallecano,Etienne Eto'o Pineda,4,2024,145,12866,S,2,35,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,Etienne Eto'o Pineda,1029628800.0,189,0,Right,Cameroon,F,,280000.0,1782777600.0,3266.0,Forward,Striker,22.0,ESP,2026-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
349,ESP-La Liga,2425,Rayo Vallecano,Florian Lejeune,4,2024,145,5073,D,37,3329,2,3.5846,2,3.5846,3,1.9344,58,15,8,0,12.0117,11.1158,Florian Lejeune,674697600.0,190,81,Right,France,D,DC,1900000.0,1814313600.0,1109.0,Defender,Defender (generic),33.0,ESP,2027-06-30,0.054,0.097,0.054,0.097,0.081,0.052,1.568,0.406,0.625,0.558,0.558,1.551,0.034,23.127,5,5.519,73,950000.0,530045.0,380000.0
350,ESP-La Liga,2425,Rayo Vallecano,Gerard Gumbau,4,2024,145,2609,M S,22,824,0,1.2888,0,1.2888,1,1.1937,14,17,4,0,3.5533,1.985,Gerard Gumbau,787708800.0,187,77,Left,Spain,M,"MC, DM",1400000.0,1782777600.0,392.0,Midfielder,Midfielder (secondary/attacking),30.0,ESP,2026-06-30,0.0,0.141,0.0,0.141,0.109,0.13,1.529,1.857,0.605,0.0,0.0,0.838,0.0,5.538,1,2.482,31,0.0,1086282.0,1400000.0
351,ESP-La Liga,2425,Rayo Vallecano,Isi Palazón,4,2024,145,9812,F M S,35,2166,4,5.377,4,5.377,4,4.5107,61,47,5,0,10.8331,5.4538,Isi Palazón,788486400.0,169,71,Left,Spain,M,"AM, MR, RW",3300000.0,1845936000.0,2245.0,Forward,Forward / Winger / Attacking Midfielder,30.0,ESP,2028-06-30,0.166,0.223,0.166,0.223,0.166,0.187,2.535,1.953,0.677,0.744,0.744,0.887,0.066,16.287,8,9.888,108,825000.0,613725.0,412500.0
352,ESP-La Liga,2425,Rayo Vallecano,Iván Balliu,4,2024,145,5672,D S,25,1167,0,0.0214,0,0.0214,0,0.3425,1,6,3,0,2.9778,2.8666,Iván Balliu,694224000.0,175,68,Right,Albania,D,DR,1300000.0,1814313600.0,690.0,Defender,Defender (secondary role / versatile),32.0,ESP,2027-06-30,0.0,0.002,0.0,0.002,0.0,0.026,0.077,0.463,0.451,0.0,0.0,0.0,0.0,5.844,0,0.364,7,0.0,60747664.0,0.0
353,ESP-La Liga,2425,Rayo Vallecano,James Rodríguez,4,2024,145,2249,M S,6,127,0,0.2271,0,0.2271,0,0.1027,4,2,1,0,0.7378,0.4843,James Rodríguez,679276800.0,180,75,Left,Colombia,M,"AM, RW",1900000.0,1782777600.0,62179.0,Midfielder,Midfielder (secondary/attacking),33.0,ESP,2026-06-30,0.0,0.161,0.0,0.161,0.0,0.073,2.835,1.417,0.866,0.0,0.0,0.0,0.0,1.222,0,0.33,6,0.0,8366358.0,0.0
354,ESP-La Liga,2425,Rayo Vallecano,Jorge De Frutos,4,2024,145,8107,F M S,36,2573,6,7.0076,6,7.0076,3,4.1342,52,31,3,1,13.9232,4.1368,Jorge de Frutos,849312000.0,173,0,Right,Spain,F,"RW, MR",10900000.0,1845936000.0,2114.0,Forward,Forward / Winger / Attacking Midfielder,28.0,ESP,2028-06-30,0.21,0.245,0.21,0.245,0.105,0.145,1.819,1.084,0.632,0.856,0.856,0.726,0.115,18.06,9,11.142,83,1816667.0,1555454.0,1211111.0
355,ESP-La Liga,2425,Rayo Vallecano,Pathé Ciss,4,2024,145,9815,D M S,33,2166,4,2.5609,4,2.5609,1,1.4429,21,17,12,0,8.6966,7.0498,Pathé Ismaël Ciss,763776000.0,183,71,Right,Senegal,M,"MC, DM",1800000.0,1814313600.0,4893.0,Defender,Defender / Defensive Midfielder,30.0,ESP,2027-06-30,0.166,0.106,0.166,0.106,0.042,0.06,0.873,0.706,0.654,1.562,1.562,0.693,0.19,15.746,5,4.004,38,450000.0,702878.0,360000.0
